"4156","WNL09","5428","WENDT LABS","DIN OWNER","Y","N","N","N","","800 MAIN STREET","WINNIPEG","MANITOBA","CANADA","R2W 3R4","3506"
"79162","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"75867","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"78543","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"78540","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"78541","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"78542","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"80257","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"74701","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"74702","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"80258","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"80259","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"77482","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"80225","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"75853","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"75854","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"79542","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"79543","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"79544","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"86433","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"86434","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"84744","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"86432","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"86435","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"77703","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"77913","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"74841","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"74840","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"74842","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"78046","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"78191","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"78188","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"78189","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"78192","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"76122","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"80542","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"80543","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"80544","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"80614","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"76481","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"82763","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"82764","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"82765","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"82766","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"75904","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"76368","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"76369","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"82767","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"76367","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"80626","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"76610","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"76611","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"76612","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"81597","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"81599","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"76799","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"75940","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"78661","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"70139","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"70140","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"81403","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"81404","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"81405","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"14595","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"88302","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"76511","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"65873","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"88332","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"88333","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"88334","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"79578","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"78850","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"78844","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"78848","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"78849","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"78851","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"78852","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"78853","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"78854","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"80779","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"80780","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"81077","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"79760","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"80793","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"51867","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"51868","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"51869","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"82689","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"82690","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"82691","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"82692","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"82693","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"80970","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"82934","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"79559","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"79557","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"79558","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"79560","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"78754","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"91731","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"91730","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"84396","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"79854","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"79855","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"79856","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"78791","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"78792","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"80561","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"79896","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"83336","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"89235","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"88654","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"88656","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"88657","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"84011","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"84012","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"84013","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"84016","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"84017","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"85916","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"69289","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"75942","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"75943","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"75944","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"82561","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"84067","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"84068","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"85582","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"85583","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"84095","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"84096","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"84097","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"84098","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"84191","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"84334","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"91739","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"91737","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"60750","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"14596","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"80030","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"80029","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
